Age,Gender,Annual_Income,Employment_Years,Existing_Debt,Credit_History_Years,Num_Credit_Accounts,Late_Payments,Loan_Amount,Credit_Score
46.0,Female,23438,2.9,5520,17.2,7,1,10533,579
28.0,Male,104981,4.4,30356,1.0,7,1,64170,531
38.0,Male,78457,9.7,26294,16.1,5,1,67247,596
39.0,Male,55243,10.2,20013,20.2,6,2,36633,561
54.0,Female,34669,1.8,13871,28.6,4,3,34258,558
49.0,Male,74673,9.2,46137,20.9,5,1,88387,586
26.0,Male,54040,2.9,26138,1.0,8,3,33415,560
41.0,Male,38050,1.5,23334,10.3,7,2,28428,537
51.0,Male,67398,8.6,13664,28.1,8,1,66315,641
52.0,Female,42342,11.7,25276,23.0,7,0,16115,622
46.0,Male,127475,9.3,48009,20.8,4,3,152814,571
42.0,Female,87599,1.3,14542,10.8,3,2,101193,541
54.0,Female,94784,4.7,20570,25.9,7,4,54581,617
21.0,Female,57805,5.4,20799,1.0,4,3,21825,512
41.0,Male,29632,5.0,13127,17.7,3,0,15907,586
64.0,Female,33091,3.7,6516,40.0,8,1,27426,663
38.0,Male,41474,3.2,5176,12.0,3,1,26133,543
21.0,Female,53452,11.2,26461,1.0,6,2,38936,578
21.0,Female,75016,1.6,29807,1.0,2,1,60803,490
43.0,Female,99732,3.3,49392,22.3,6,3,17918,559
25.0,Male,43139,7.6,14432,1.0,6,1,33961,562
46.0,Female,59863,5.7,20688,15.4,3,0,58347,556
25.0,Female,34986,6.5,10151,1.0,6,2,25886,542
27.0,Male,82481,13.7,7420,8.0,4,0,42912,612
23.0,Female,48434,13.2,30778,3.6,2,2,17000,576
37.0,Male,93975,13.3,27375,12.5,3,0,66153,617
29.0,Male,63162,8.3,34001,11.0,4,1,54482,542
24.0,Female,36250,12.5,14863,1.0,4,3,41937,528
28.0,Male,69507,11.3,8335,1.0,4,1,59062,587
26.0,Female,71340,8.8,22052,1.0,3,1,41795,599
41.0,Female,61645,7.2,30147,16.9,3,2,46269,558
33.0,Male,57504,2.0,8578,10.5,3,2,41641,574
39.0,Female,66601,1.7,25229,15.7,7,1,78015,552
43.0,Male,82746,3.4,32572,21.2,7,0,14823,595
55.0,Female,87945,11.4,43335,26.2,4,2,17607,599
50.0,Male,92795,4.6,17422,30.8,6,0,85656,613
21.0,Female,79410,3.2,35395,1.0,3,1,21196,506
36.0,Male,99653,9.1,36406,4.6,4,2,58458,532
36.0,Male,65495,1.9,26438,4.9,3,0,25848,516
40.0,Male,38901,8.3,4322,15.8,9,5,30751,542
37.0,Female,58970,1.8,7794,6.0,2,6,62890,490
32.0,Female,52188,6.3,14697,8.6,5,0,11186,589
40.0,Male,29235,10.8,8281,14.9,7,3,30928,580
47.0,Male,40175,11.5,16858,20.8,4,1,49203,594
38.0,Female,25617,9.3,6630,13.6,6,0,18778,610
29.0,Female,41189,9.2,9761,1.0,4,1,42994,545
56.0,Female,77192,23.4,30027,31.5,8,1,88802,720
21.0,Female,43877,5.3,8943,1.0,3,2,34477,503
54.0,Female,75149,18.0,43950,23.1,4,2,80726,606
36.0,Female,48585,2.8,27775,14.7,3,0,13403,513
35.0,Female,47417,9.1,15555,5.3,7,2,9393,566
38.0,Female,90806,2.0,43190,12.2,4,3,93279,496
26.0,Female,78659,11.0,51113,1.0,4,1,83168,530
35.0,Male,45493,3.8,18484,14.2,4,4,36394,514
52.0,Female,35512,19.6,21348,24.3,7,0,27376,692
40.0,Male,54441,3.6,20929,17.3,3,0,24482,611
42.0,Male,56932,6.6,30566,22.8,5,0,50285,576
34.0,Male,58269,7.6,16429,3.9,3,1,22291,532
37.0,Male,54218,16.4,27592,16.0,2,0,64887,620
36.0,Male,55136,5.9,21830,9.9,6,2,11684,530
23.0,Female,59531,1.5,12782,1.0,5,0,46001,518
23.0,Male,61833,12.9,32353,1.0,5,2,37404,588
21.0,Female,47818,7.9,24677,1.0,11,2,35319,574
39.0,Female,74008,7.3,15460,13.0,5,3,61063,565
47.0,Female,74862,6.5,33810,19.6,5,0,45752,619
30.0,Female,44109,10.6,14509,1.0,7,1,49908,564
42.0,Female,42409,6.3,20572,22.1,6,1,15342,619
32.0,Male,49916,10.1,18229,8.6,5,0,40924,584
55.0,Male,26580,5.3,3233,32.0,3,1,19985,608
60.0,Female,57154,1.9,26764,39.2,3,0,69722,616
21.0,Male,51679,8.1,16629,2.4,3,2,56651,530
37.0,Male,42703,3.8,24321,9.5,2,0,6625,601
28.0,Male,28623,3.8,14662,6.3,7,3,28267,508
47.0,Male,125404,11.0,17233,16.1,8,0,136925,648
45.0,Male,32240,10.6,17196,18.8,7,0,27803,640
28.0,Male,54515,7.0,15414,1.0,4,0,50154,518
46.0,Female,39567,5.6,20348,22.0,10,1,14591,621
44.0,Male,27099,11.0,13629,14.6,3,0,17027,602
39.0,Male,96443,12.6,9514,14.7,6,0,22642,672
60.0,Male,46213,10.4,7573,31.6,6,3,42341,610
49.0,Male,87314,5.3,35578,21.0,6,1,85203,556
37.0,Female,292690,3.6,120000,11.3,2,3,141259,550
39.0,Female,63463,9.9,5267,14.4,3,2,38975,635
41.0,Male,75820,6.2,7326,9.7,9,0,88835,588
41.0,Male,40319,2.9,4117,11.2,5,1,11131,505
51.0,Female,54044,9.5,34752,27.8,6,0,35590,631
43.0,Male,46223,15.6,24168,19.1,4,3,48472,624
48.0,Female,64096,8.7,11547,20.6,7,3,27726,606
55.0,Male,87727,14.7,7312,31.2,9,2,60073,703
67.0,Male,89428,6.6,50426,38.3,4,1,89885,620
33.0,Female,69494,6.2,34812,14.6,11,0,34582,623
29.0,Female,35151,6.5,21838,1.0,6,2,36379,563
58.0,Female,69287,6.1,36412,31.8,3,0,82213,625
21.0,Male,95444,2.9,45607,1.0,4,2,60351,471
33.0,Male,56629,2.4,25674,9.2,6,2,26000,537
44.0,Male,37482,3.2,9087,16.5,9,0,16643,606
26.0,Male,83286,7.0,19272,5.7,4,2,73510,564
53.0,Male,38463,9.1,22819,25.7,7,1,47728,612
37.0,Female,61780,6.3,9374,13.7,5,0,49053,526
22.0,Female,86094,3.4,30999,1.0,5,0,75929,503
21.0,Male,45553,7.6,16688,1.0,2,1,39603,544
48.0,Male,81853,12.7,52098,18.0,8,0,47423,615
41.0,Female,41727,3.8,14224,9.9,1,2,21600,481
45.0,Male,61683,7.9,23369,22.7,4,2,39231,614
46.0,Male,71506,5.7,29192,25.2,4,4,57732,526
21.0,Male,86648,7.4,26972,1.8,3,0,42118,533
55.0,Female,91284,6.1,16161,36.2,3,3,19533,640
29.0,Male,41773,27.7,12947,6.9,2,2,20504,628
34.0,Male,99713,10.9,56941,10.3,4,0,34331,649
33.0,Female,59485,11.1,15056,3.3,6,1,35992,607
30.0,Female,31943,7.6,9096,8.8,9,1,28011,561
36.0,Female,118909,11.6,28398,11.8,3,0,31742,637
50.0,Female,96116,0.5,19341,26.4,6,3,111112,562
46.0,Male,65690,10.8,18295,27.7,6,0,43739,634
39.0,Female,39578,10.5,7268,17.7,4,1,18926,622
59.0,Male,48727,15.0,25063,30.6,4,3,12740,638
21.0,Female,51833,5.4,30025,1.0,5,1,15734,534
43.0,Female,129042,5.4,76851,17.8,3,1,113351,522
43.0,Male,34772,19.9,3513,15.4,5,2,17019,637
43.0,Female,59600,1.3,31199,16.2,5,0,18007,555
52.0,Female,68538,2.0,15310,25.4,2,0,26586,577
35.0,Male,113849,4.2,48248,5.8,5,0,125577,487
30.0,Female,41570,5.0,10407,9.8,5,0,45860,550
41.0,Male,102249,7.1,14967,21.8,4,3,100021,593
23.0,Male,286924,9.5,97919,1.0,4,3,140541,534
26.0,Female,56032,4.4,18170,1.0,6,2,45280,504
50.0,Male,43842,3.7,12985,24.7,5,2,19977,616
43.0,Male,103831,7.4,30592,20.8,6,0,20722,637
21.0,Female,121496,6.0,18106,1.0,5,0,36519,586
31.0,Male,41230,1.2,5825,11.3,4,0,14597,572
57.0,Female,93174,14.3,56176,26.3,3,1,42877,629
50.0,Male,91766,4.2,29019,20.1,4,2,81292,562
32.0,Female,36404,2.9,4656,9.4,5,1,32461,511
38.0,Female,106716,3.8,25195,13.9,8,0,51448,576
34.0,Male,53772,7.5,20211,15.3,8,2,9724,574
45.0,Female,205519,7.3,110860,24.8,3,0,44837,595
33.0,Female,77258,12.1,14975,7.8,10,3,31902,620
43.0,Male,65172,3.8,36648,11.6,5,0,78032,558
21.0,Male,86189,15.5,27709,1.0,5,2,65843,566
63.0,Female,99197,6.6,14898,31.5,5,2,113579,615
27.0,Male,90441,3.7,35844,1.0,11,0,52251,578
21.0,Female,67205,2.2,33820,1.0,5,2,82370,498
38.0,Female,36308,11.4,10826,18.0,4,0,28227,611
46.0,Female,38405,11.9,5630,15.1,10,3,47073,586
45.0,Female,71288,5.3,31213,14.2,3,3,82105,486
,Female,67744,1.4,43464,14.3,7,1,46737,555
52.0,Male,80083,9.1,38988,29.6,8,3,28277,600
42.0,Male,36356,7.8,23126,23.0,2,2,34331,571
59.0,Male,118710,11.6,45872,28.1,4,2,107907,614
42.0,Male,39599,6.8,8490,14.6,6,1,21942,581
48.0,Male,38302,1.6,3911,28.0,4,1,42108,584
46.0,Male,92685,10.6,15270,20.2,4,0,88650,609
39.0,Male,49046,7.6,23702,8.1,6,1,26141,584
45.0,Male,36056,2.5,4577,25.4,5,2,26676,567
45.0,Male,60661,12.4,22711,19.6,2,1,58250,607
43.0,Female,35344,4.2,14144,15.4,4,1,11168,548
34.0,Female,49267,13.8,29910,10.6,6,0,49880,602
29.0,Female,48237,7.6,27658,1.0,6,1,18361,523
35.0,Male,97089,0.4,20041,15.7,6,2,85109,510
21.0,Male,142255,2.5,42751,1.0,4,5,133145,462
34.0,Male,80198,1.5,20909,15.3,5,3,98813,529
36.0,Female,74962,8.1,14630,13.5,3,3,74607,540
62.0,Male,46360,6.2,8079,40.0,5,3,8510,554
44.0,Female,85143,16.7,28349,18.1,2,0,61278,639
63.0,Male,72171,5.9,33987,31.8,3,0,76744,591
47.0,Male,103697,6.7,39590,19.7,3,1,22285,603
63.0,Male,88753,2.3,41144,38.9,4,1,64481,639
40.0,Female,43758,13.4,19699,12.2,7,3,42450,590
32.0,Male,125039,6.7,49803,8.9,4,2,109423,540
48.0,Male,101459,8.8,48732,22.6,3,0,51314,581
21.0,Female,37197,5.8,21393,2.3,5,0,15495,535
49.0,Female,96319,11.5,9314,19.5,8,0,41911,719
56.0,Male,46784,1.6,10694,34.0,4,0,58352,613
38.0,Female,43992,2.4,28427,6.5,5,2,43250,502
66.0,Male,162505,7.5,54576,38.1,2,1,150856,610
31.0,Female,57208,9.1,30710,1.0,3,2,60805,520
28.0,,77626,7.3,18431,5.8,8,1,44773,569
47.0,Male,64727,9.9,9180,26.2,4,1,32917,619
36.0,Female,50292,3.1,17129,12.6,3,3,52973,524
25.0,Male,70274,8.4,11715,1.0,9,1,80101,558
44.0,Male,66153,5.9,16459,25.3,4,0,36839,605
40.0,Male,106548,4.6,57589,11.9,4,1,46187,541
42.0,Male,71111,14.8,22319,11.9,6,1,73266,615
47.0,Male,61859,9.5,36179,22.5,4,1,47036,567
31.0,Male,85190,8.7,53970,4.1,3,1,43900,548
30.0,Male,23667,17.3,5456,7.9,4,0,12818,630
42.0,Male,68048,12.4,10519,17.1,6,1,14938,651
25.0,Male,56304,2.6,23355,3.7,3,3,51148,520
36.0,Female,54443,4.7,26027,13.3,1,0,30791,548
54.0,Female,28767,14.1,9878,34.3,7,1,8302,664
40.0,Male,68569,9.0,27676,18.6,4,2,47230,556
58.0,Female,49450,4.6,27347,38.5,3,3,26208,573
47.0,Male,48063,8.2,26432,19.3,5,3,27778,583
41.0,Female,82871,7.8,18315,15.9,4,0,42757,574
34.0,Male,131400,10.1,27536,6.1,5,2,30708,608
40.0,Male,121211,6.9,31636,11.1,7,0,134024,594
35.0,Male,79441,9.1,18822,12.3,4,0,84103,549
26.0,Female,70309,9.4,21064,1.0,6,2,35848,516
26.0,Female,50597,5.3,6739,7.7,8,0,61255,613
44.0,Female,96760,5.9,39846,20.4,4,1,68569,560
33.0,Male,45787,9.1,8060,14.5,8,2,45398,574
36.0,Male,96590,2.8,29811,14.3,8,2,29966,569
61.0,Male,32161,11.6,4361,40.0,4,0,33135,691
70.0,Male,74127,1.8,47887,40.0,4,0,68447,577
35.0,Female,37314,10.4,4145,6.1,7,3,40486,570
30.0,Female,133768,4.8,68893,4.1,5,0,105046,537
44.0,Male,35763,20.9,7164,20.6,3,0,38376,653
42.0,Male,39449,5.3,14345,14.5,5,2,31691,572
46.0,Male,48543,7.2,11371,26.1,9,2,17824,636
49.0,Female,122159,6.8,41656,26.0,8,0,63976,670
36.0,Male,121008,15.8,63416,8.2,4,2,89125,571
46.0,Female,38159,6.1,20216,25.2,7,1,25192,625
35.0,Female,30380,2.8,3007,12.7,3,0,14219,548
51.0,Female,70183,10.9,39196,29.3,8,2,76709,631
39.0,Male,55472,3.0,31521,12.3,5,1,44214,534
50.0,Male,60288,3.7,5234,24.2,6,1,24769,608
37.0,Male,23683,13.0,15281,8.2,3,1,18696,572
34.0,Female,55551,7.1,29701,9.5,10,1,68775,591
25.0,Male,86159,3.2,40574,1.0,6,5,61829,462
43.0,Male,38679,14.4,23900,21.7,2,1,8361,632
26.0,Male,95439,2.5,41122,1.0,3,2,94361,484
31.0,Female,74697,5.1,29917,2.2,7,3,22088,524
27.0,Male,63291,5.0,23830,1.0,3,3,67596,457
45.0,Female,42048,3.2,8316,25.3,5,0,23388,576
28.0,Female,43043,6.9,17608,4.1,2,1,33861,546
21.0,Female,62051,17.4,13722,1.4,2,4,25349,546
37.0,Male,35945,10.6,20041,7.6,7,2,26800,594
37.0,Male,83939,4.6,42084,15.8,5,5,22265,527
43.0,Female,39639,11.9,9712,17.6,5,2,44889,591
35.0,Female,53447,2.8,31151,9.0,2,2,30371,514
31.0,Male,56251,0.8,25724,6.0,5,1,30690,505
38.0,Male,55927,3.4,33415,18.2,2,5,28854,462
46.0,Female,93116,18.6,32643,17.8,5,1,73803,646
53.0,Female,90982,18.4,52377,29.8,6,0,87540,707
51.0,Female,66762,2.6,32804,19.4,5,2,16850,553
52.0,Female,55240,3.4,35634,22.7,3,4,24306,515
41.0,Male,108063,13.6,59097,15.3,2,3,27106,576
34.0,Female,59396,5.7,15914,15.1,7,2,35373,576
37.0,Male,74528,3.6,14699,17.3,7,1,25395,567
26.0,Female,126389,1.8,16200,5.1,2,2,109711,462
40.0,Female,76939,7.5,35114,8.2,2,2,55889,540
50.0,Female,73490,13.9,14493,22.0,3,2,41149,643
21.0,Male,49097,2.3,9303,2.2,5,2,56937,496
42.0,Female,65927,9.1,16271,19.6,2,0,71420,595
29.0,Male,63553,9.1,25982,1.0,4,3,13852,546
27.0,Male,41192,12.6,8928,1.9,6,0,28081,593
28.0,Male,36181,33.7,6442,9.8,4,2,28363,706
60.0,Female,49961,2.0,25359,37.4,7,2,44072,597
34.0,Male,33049,5.8,13987,2.4,3,2,6746,498
39.0,Female,79910,6.6,17368,13.9,6,0,38046,599
23.0,Female,58499,4.9,34407,1.0,5,2,70691,456
52.0,Female,65281,2.6,27402,31.4,5,3,36904,602
40.0,Male,25522,5.4,11786,20.6,7,1,24969,611
48.0,Male,109452,2.3,44142,28.9,7,0,98022,600
33.0,Female,47819,11.1,8896,6.4,3,1,15641,580
38.0,Male,54917,3.2,18614,17.1,9,0,28548,607
21.0,Male,54395,6.7,15828,1.0,8,1,49192,550
38.0,Male,70929,8.5,16718,16.7,9,0,23292,652
35.0,Female,49990,3.9,21796,12.1,2,6,37028,473
40.0,Male,37424,15.2,19724,12.3,6,0,33757,658
46.0,Male,72296,8.2,13311,20.3,6,1,89559,607
41.0,Male,32571,10.5,2624,21.0,8,0,26086,664
22.0,Male,50015,5.5,14064,1.0,6,2,41989,497
40.0,Female,77241,9.3,41272,20.1,6,0,45781,593
24.0,Male,66401,14.8,42131,1.0,2,2,12610,571
45.0,Male,72441,9.5,43030,18.7,4,0,69617,613
60.0,Female,42364,7.7,18240,29.9,6,2,10992,603
66.0,Male,55719,14.3,16191,37.1,6,1,61616,682
59.0,Female,102559,9.1,47289,34.9,7,2,69821,636
62.0,Female,59637,4.9,19482,37.7,4,3,62716,595
21.0,Female,52330,9.7,9823,1.0,7,2,21750,558
32.0,Male,20279,19.2,12215,12.6,4,1,9325,587
66.0,Female,44433,16.1,25306,35.3,4,1,12080,703
56.0,Female,159599,4.5,26099,33.9,3,1,81093,650
33.0,Female,27212,2.9,2636,8.7,5,0,8380,574
31.0,Male,46506,3.5,23239,1.0,3,0,30879,513
42.0,Male,69420,7.8,14581,16.5,3,0,73048,582
48.0,Male,77821,15.3,24170,17.2,2,0,38301,647
30.0,Male,48624,4.5,9244,1.0,6,2,47964,527
31.0,Female,112432,6.6,41060,1.9,8,0,102460,571
47.0,Female,63794,6.1,19490,24.7,3,2,78074,580
,Male,37330,13.2,22204,31.5,9,1,27085,709
56.0,Female,59566,9.7,21806,25.0,6,1,24129,649
31.0,Male,59886,16.2,36120,3.8,10,4,43591,593
31.0,Male,91366,8.2,22467,12.7,7,2,73394,603
51.0,Female,189678,9.9,59035,29.1,6,1,147843,647
50.0,Male,156567,12.6,101177,29.1,6,1,155949,642
21.0,Female,41450,6.8,19792,2.8,4,1,29477,542
39.0,Male,49648,26.6,8394,17.1,3,1,34319,683
45.0,Female,77381,6.8,46329,23.2,5,1,94789,545
28.0,Female,54092,2.1,30332,1.0,5,1,32677,465
36.0,Female,70251,10.8,6429,7.4,4,2,63418,533
33.0,Male,35691,8.1,6754,3.9,4,3,12576,526
45.0,Female,99001,5.4,48003,19.2,7,1,65592,574
33.0,Male,53149,4.9,31914,14.3,11,1,14199,592
51.0,Male,126590,3.3,46133,26.2,7,2,137070,596
43.0,Male,42606,12.2,27076,23.7,8,1,29806,613
46.0,Male,39278,14.5,9147,22.7,9,4,33069,616
26.0,Male,47599,8.4,16036,1.0,8,4,17175,492
24.0,Male,74672,2.3,6372,3.3,9,1,11960,560
33.0,Male,42882,8.2,11299,11.5,8,2,34439,581
37.0,Female,35999,2.2,12163,10.2,4,1,36370,532
50.0,Female,133552,12.1,12473,31.6,2,1,44529,675
42.0,Female,58985,17.6,30749,11.2,2,0,50659,606
25.0,Male,18388,9.7,9199,3.5,7,3,8982,575
26.0,Female,42158,5.9,11420,1.0,3,2,46011,528
31.0,Male,96716,11.5,61641,1.1,7,2,25668,550
59.0,Female,27053,7.2,8962,32.3,3,2,19822,609
41.0,Female,58330,16.0,25629,22.5,3,0,39469,639
25.0,Female,53493,10.7,9000,1.0,4,0,55267,562
31.0,Male,61229,11.7,16789,1.0,7,1,31148,607
21.0,Male,107337,6.6,40204,1.0,4,2,103301,468
58.0,Male,59542,7.1,26317,32.1,1,1,24114,586
38.0,Male,56043,3.0,9313,13.0,2,4,28355,507
37.0,Male,68811,5.7,35720,18.4,2,1,43698,554
45.0,Female,68843,8.7,23684,15.9,3,3,73424,513
38.0,Female,24660,12.5,5547,13.3,5,0,19855,622
37.0,Male,48711,6.0,18174,16.7,6,2,11963,534
23.0,Female,19990,12.9,4470,1.0,6,0,15354,592
46.0,,67861,11.6,19300,24.0,4,0,60693,605
39.0,Male,108520,8.8,30001,12.4,5,0,133816,617
43.0,Male,67812,10.7,25454,23.7,5,1,44649,636
41.0,Female,71792,19.0,13674,11.7,3,2,71851,595
48.0,Male,66473,3.7,21301,25.3,4,3,16087,578
47.0,Male,118976,13.2,45000,19.8,7,2,51613,641
51.0,Male,108047,3.8,51028,19.2,2,3,17707,572
25.0,Female,46050,2.8,11422,4.9,7,1,10509,540
41.0,Male,70402,1.2,44130,20.7,5,1,40024,558
31.0,Female,37641,18.3,21507,11.4,4,1,20115,592
25.0,Female,79285,13.1,26112,4.3,5,2,52562,573
26.0,Female,112419,2.6,30160,6.2,3,1,55712,551
35.0,Male,36151,4.9,22616,7.2,6,0,5906,579
58.0,Male,140432,9.6,77324,36.0,7,0,26689,703
56.0,Male,62550,2.4,15190,37.0,3,2,45230,619
32.0,Male,36606,6.4,4675,1.0,8,2,39286,535
43.0,Male,67515,11.1,17232,20.0,6,1,51788,634
35.0,Male,38031,3.5,18431,9.2,6,1,32103,543
40.0,Male,24973,17.5,10724,8.9,7,0,30478,637
44.0,Male,69980,5.4,31345,12.6,8,4,63237,528
46.0,Male,88696,5.4,19815,18.8,10,0,67943,615
38.0,Female,122279,5.2,56382,7.7,6,3,19323,524
57.0,Male,57624,7.8,9735,38.3,4,1,21573,636
49.0,Female,74653,11.6,47984,17.5,2,0,82998,585
25.0,Male,35369,5.5,17710,1.0,5,1,11435,550
44.0,Female,48526,2.4,5321,12.1,9,2,26988,593
31.0,,66163,8.9,10496,8.1,7,1,29144,539
48.0,Female,72922,2.7,12649,18.4,6,2,80301,556
58.0,Female,39410,13.4,7713,34.7,6,0,45482,672
42.0,Male,85269,9.0,14503,16.1,7,0,47937,639
40.0,Male,77113,2.2,15596,12.0,6,2,82326,537
51.0,Male,37907,7.2,4181,21.3,6,1,16676,642
25.0,Male,36413,7.8,4477,1.7,9,2,24574,531
32.0,Female,66217,5.4,11306,1.1,4,0,45762,526
60.0,Female,22255,16.5,9374,28.1,5,3,6475,650
29.0,Male,62888,7.9,16589,1.9,4,0,30022,572
40.0,Male,41620,6.2,22042,8.2,3,0,28505,530
48.0,Female,48619,6.2,20833,24.6,9,2,22256,605
31.0,Male,21183,12.0,2887,1.0,6,0,24477,580
26.0,Male,28373,8.3,17264,5.9,5,0,15987,541
55.0,Female,91580,10.0,50820,24.5,4,2,28692,591
45.0,Female,100668,4.0,21910,18.3,5,1,60935,583
47.0,Female,102285,2.6,8331,19.0,3,2,65686,602
33.0,Female,72253,8.3,28792,4.9,7,1,65617,550
46.0,Female,27468,5.1,17681,25.0,5,1,8265,545
43.0,Female,33772,6.4,12521,12.1,8,1,40044,579
37.0,Female,110605,3.1,64528,11.9,7,1,17124,576
48.0,Female,48988,7.7,16870,25.9,7,0,38177,644
53.0,Male,76723,15.6,11826,31.1,6,1,25663,684
36.0,Male,40715,11.8,10118,14.2,4,2,41081,572
33.0,Female,48819,8.1,22827,13.2,1,0,56971,555
46.0,Male,60639,8.1,24265,14.0,5,1,31624,611
22.0,Male,39744,1.1,4826,2.8,5,3,15732,496
35.0,Female,40398,7.0,6847,10.7,7,0,33919,618
53.0,Female,45121,5.4,16010,33.9,4,0,18288,628
29.0,Male,41782,3.5,25882,6.4,4,0,49421,592
40.0,Female,86514,10.9,7742,13.8,7,2,30327,644
23.0,Female,40013,0.8,20990,3.8,2,3,8520,424
59.0,Male,41540,2.2,23484,32.6,7,2,22119,605
21.0,Male,111099,6.4,13649,2.0,3,3,75713,525
41.0,Female,39958,7.8,14838,16.8,4,3,20216,552
43.0,Female,156980,21.1,68216,18.7,5,2,136113,604
36.0,Male,18898,24.6,5506,4.0,7,2,14182,615
40.0,Female,135077,11.7,51149,17.9,7,2,38560,570
51.0,Male,30066,1.3,16380,26.1,4,1,36337,562
53.0,Female,83646,8.7,13828,30.5,4,2,66027,633
41.0,Female,50853,20.6,19736,22.8,7,1,19873,684
31.0,Female,56537,6.7,36355,9.7,4,2,45984,561
29.0,Female,41379,11.0,23143,5.9,5,3,29446,518
41.0,Female,73200,4.7,16599,22.4,5,1,87370,558
35.0,Female,90344,8.8,8296,9.5,6,3,18533,526
40.0,Male,74661,12.3,20229,8.3,6,2,58866,571
58.0,Female,38189,4.2,23041,33.4,8,2,22131,619
63.0,Male,31091,7.6,16799,34.1,5,3,24365,609
36.0,Female,123858,8.1,34182,10.1,5,2,105249,580
59.0,Male,93006,1.2,12131,38.9,6,1,59377,654
34.0,Male,74076,2.8,35052,5.3,6,2,79750,494
34.0,Male,29754,10.5,13678,6.7,9,0,36574,580
45.0,Male,64529,6.0,21860,26.0,4,3,37830,590
38.0,Female,68024,8.4,33839,18.8,1,2,64852,542
37.0,Male,33340,5.1,7171,12.1,5,0,33646,590
47.0,Male,45760,0.7,11986,18.3,5,1,11919,586
44.0,Female,46112,4.7,11168,23.5,6,0,48975,599
34.0,Male,78780,11.6,32139,3.1,7,1,89279,553
40.0,Female,29491,5.4,15346,21.1,5,2,6240,544
54.0,Male,93258,2.7,59513,29.3,6,3,109185,572
49.0,Male,116481,3.4,71123,17.6,6,3,132286,514
37.0,Male,91417,3.0,29576,5.4,5,2,51469,503
48.0,Male,52455,17.6,27748,20.2,8,1,13062,676
28.0,Male,44172,9.3,19708,4.5,5,2,36659,534
46.0,Male,55303,5.0,4522,16.3,3,0,24033,545
54.0,Male,53803,2.1,25526,29.6,3,1,19666,583
23.0,Male,52252,10.2,29705,3.6,4,1,62031,525
48.0,Female,40231,10.5,5345,27.1,5,3,42920,601
36.0,Male,78668,9.0,41508,8.2,7,0,18444,560
23.0,Female,39916,16.2,16790,1.0,6,1,24331,571
39.0,Female,63426,3.4,39412,14.6,5,1,13018,559
43.0,Male,44739,2.6,5320,14.0,4,0,33150,555
32.0,Male,46874,1.8,10258,13.5,4,1,8115,545
52.0,Female,39996,13.0,8849,33.9,5,2,32976,657
39.0,Female,36980,2.4,5490,15.1,4,1,41136,517
44.0,Female,101551,23.1,19299,16.0,4,1,67026,670
38.0,Male,107360,4.8,61787,12.3,5,1,79282,581
36.0,Female,121481,17.2,43035,6.6,7,1,130709,604
52.0,Male,75506,4.4,46694,32.3,6,2,85074,622
38.0,Female,90597,7.5,29492,6.8,6,0,98016,529
44.0,Male,57788,5.7,10896,20.9,10,0,50032,601
34.0,Female,49779,9.1,12110,15.9,8,2,52460,630
,Male,38772,4.0,14660,3.3,5,3,11107,507
48.0,Male,37485,15.1,24036,17.7,6,3,24973,578
43.0,Female,86405,3.7,14685,20.0,6,0,66035,617
41.0,Female,62726,5.7,20401,22.8,3,2,16138,592
44.0,Female,82754,4.1,34126,20.6,6,1,54517,561
38.0,Male,41868,6.3,10880,11.8,8,2,20915,619
59.0,Male,63270,7.6,38669,40.0,5,2,51258,615
34.0,Male,35575,2.0,14970,14.4,10,1,20147,579
29.0,Male,48330,17.6,19716,10.4,3,6,56690,521
21.0,Female,73279,2.6,12063,1.0,8,1,59274,544
46.0,Female,39299,6.2,3316,22.8,6,1,27014,630
27.0,Male,69333,16.7,45032,1.0,5,0,31858,555
43.0,Male,39708,10.8,19850,11.2,7,3,11544,544
40.0,Female,46058,12.6,21970,11.2,6,0,25183,613
36.0,Female,52332,7.4,24090,10.8,6,0,35675,608
50.0,Female,159892,2.7,92209,18.0,4,2,120420,522
57.0,Male,103504,8.8,20708,29.1,3,2,51588,590
31.0,Female,76116,4.4,29923,3.8,8,1,79618,557
40.0,Female,40250,4.8,7728,18.6,7,1,7843,618
33.0,Male,98176,5.7,61866,5.2,10,3,24437,542
35.0,Female,99782,20.7,33693,10.1,3,1,42562,621
21.0,Male,50555,8.1,11183,1.0,2,1,15996,506
41.0,Male,51398,5.1,28711,20.5,6,3,24547,576
56.0,Female,87962,5.4,48202,28.6,4,2,48195,602
40.0,Male,36325,2.8,19368,8.7,4,0,43136,501
45.0,Male,54458,24.2,15588,15.0,4,1,46007,712
44.0,Male,28041,1.6,9815,18.8,1,1,22474,549
38.0,Male,64475,12.8,41874,13.7,7,1,67589,589
32.0,Female,64180,10.3,38457,8.7,4,1,46264,514
33.0,Female,43092,9.1,15107,12.7,5,0,33360,584
22.0,Male,73500,21.6,8971,1.0,4,3,88055,565
29.0,Male,47456,0.5,26612,10.3,3,3,9678,509
51.0,Female,33284,4.1,9553,19.4,6,1,16083,588
32.0,Male,75422,4.0,19811,5.4,5,1,86386,508
36.0,Male,35845,5.8,18342,16.3,7,3,7852,592
36.0,Female,58355,18.4,15716,15.7,8,2,44106,622
38.0,Male,24800,12.4,14765,9.5,5,0,8748,587
